,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,VERSION INFO,,,,,WRAP UP INFO,,,,END
newdano_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,6.57E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,11.72413793,20.25,40.5,65.66666666,52,15.91142509,0,,18,18.46870013,19.75728058,7.762497,,12.503237,14.892039,0,1484919,0,1484919,0,824.021,0,824.021,520,449,52,0.03092,0.34078,72,0,0,0,0,56,393,0.008874,55,0.06878,0.48954,0.021042,17,0,0,6,17,4,16,0,1,0.180867,5952,378,16,5936,9,0,3,5,1,18,0,0,161,171,167.278,14,376,214.269,105,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,18,86,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,65.66666667,0,65.66666667,0,65.66666667,0,65.66663334,0,65.66663334,0,65.66663334,0,39644120,0,39644120,0,39644120,0,1484919,0,1484919,0,1484919,0,9,0,9,0,9,0,17.72681732,0,17.72681732,0,17.72681732,0,19.00997181,0,19.00997181,0,19.00997181,0,5740,0,5740,0,5740,0,0.571,0,0.571,0,0.571,0,588.679,0,588.679,0,588.679,0,824.021,0,824.021,0,824.021,,,,,,,,,,,,65.66666667,65.66663334,39644120,1484919,9,17.726817,19.009972,5740,0.571353,588.679035,824.020733,0,82.98,0.06,826.06,909.11,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:41:44 2021,907,newdano_presolved,DONE
neos-1058477_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,5.50E-01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,0.141129962,0.245027584,0.2548823,0.55,28,0.144233912,0,,28,0.141129962,0.144233866,0.759153,,0,0.759142,0,1,0,1,0,0.059,0,0.059,966,769,28,0.00574,0.28527,112,0,0,0,0,88,681,0.007911,29,0.00574,0.292,0.01635,18,0,0,5,16,7,2,0,1,0.031622,796,485,2,794,1,0,1,1,1,28,0,0,229,245,236.464,241,270,247.964,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.546768935,0,0.546768935,0,0.546768935,0,0.546762315,0,0.546762315,0,0.546762315,0,618,0,618,0,618,0,1,0,1,0,1,0,3,0,3,0,3,0,0.245069713,0,0.245069713,0,0.245069713,0,0.245069713,0,0.245069713,0,0.245069713,0,618,0,618,0,618,0,0.05,0,0.05,0,0.05,0,0.059,0,0.059,0,0.059,0,0.059,0,0.059,0,0.059,,,,,,,,,,,,0.546768935,0.546762315,618,1,3,0.24507,0.24507,618,0.049674,0.059063,0.059248,0,0.28,0.04,0.08,0.41,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sat Jun 26 17:11:28 2021,1,neos-1058477_presolved,DONE
nexp-150-20-1-5_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,6.60E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,56.33333333,56.33333333,56.83333333,66,48,57.08333333,0,,17,56.33333333,57.08333333,7.758621,,0,7.758621,0,515,0,515,0,3.065,0,3.065,2033,3931,48,0.08333,0.5,58,0,0,0,0,2048,1883,0.000984,50,0.08333,0.5,0.001297,36,1,0,4,36,1,16,0,1,0.00149994,9146,2106,16,9130,9,0,2,8,1,17,0,0,93,207,152.235,9,464,69.917,63,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,61,16,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0,1,0,0,0,0,66,0,66,0,66,0,66,0,66,0,66,0,28940,0,28940,0,28940,0,515,0,515,0,515,0,6,0,6,0,6,0,58,0,58,0,58,0,58,0,58,0,58,0,5152,0,5152,0,5152,0,0.374,0,0.374,0,0.374,0,0.104,0,0.104,0,0.104,0,3.065,0,3.065,0,3.065,,,,,,,,,,,,66,66,28940,515,6,58,58,5152,0.373567,0.103921,3.065018,0.03,9.51,0.01,3.08,12.63,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:29:57 2021,12,nexp-150-20-1-5_presolved,DONE
nexp-50-20-1-1_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.90E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,12.03030303,12.75757576,14.54545455,29,30,14.72578719,0,,20,12.70292082,14.72578719,15.884103,,3.963641,15.884103,0,1,0,1,0,0.022,0,0.022,267,443,30,0.0303,0.42424,17,0,0,0,0,224,219,0.007491,31,0.0303,0.42101,0.029605,21,0,0,10,21,1,16,0,1,0.0140122,2046,302,16,2030,8,0,3,6,1,20,0,0,20,165,143.9,2,97,26.733,61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,29,0,29,0,29,0,29,0,577,0,577,0,577,0,1,0,1,0,1,0,6,0,6,0,6,0,29,0,29,0,29,0,29,0,29,0,29,0,577,0,577,0,577,0,0.021,0,0.021,0,0.021,0,0.022,0,0.022,0,0.022,0,0.022,0,0.022,0,0.022,,,,,,,,,,,,29,29,577,1,6,29,29,577,0.021443,0.022404,0.022487,0,0.47,0,0.03,0.5,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:29:58 2021,0,nexp-50-20-1-1_presolved,DONE
nexp-50-20-4-2_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.10E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,49.21487603,49.23966942,52.87603306,71,41,54.82607062,0,,3,49.23966942,54.82607062,25.757001,,0.113809,25.757001,0,1,0,1,0,0.267,0,0.267,493,1101,41,0.03099,0.5,45,0,0,0,29,879,193,0.004475,38,0.03719,0.5,0.004505,23,0,2,3,23,0,16,0,1,0.00580991,1732,462,16,1716,9,0,2,9,1,3,0,0,2,23,10.333,2,216,46.293,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,71,0,71,0,71,0,71,0,2192,0,2192,0,2192,0,1,0,1,0,1,0,23,0,23,0,23,0,59.33188076,0,59.33188076,0,59.33188076,0,69.72069387,0,69.72069387,0,69.72069387,0,2192,0,2192,0,2192,0,0.26,0,0.26,0,0.26,0,0.221,0,0.221,0,0.221,0,0.267,0,0.267,0,0.267,,,,,,,,,,,,71,71,2192,1,23,59.331881,69.720694,2192,0.260203,0.221362,0.266882,0,0.64,0,0.28,0.92,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:29:59 2021,1,nexp-50-20-4-2_presolved,DONE
nh97_potential_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.42E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,1394,1394,1394,1418,547,1398,0,,0,,1398,16.666667,,0,16.666667,0,0,0,0,0,0,0,0,1836,1180,547,0.01667,0.5,80,0,0,0,322,636,222,0.002626,547,0.01667,0.5,0.002626,93,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30,7.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.01,1.02,0,0,1.04,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_CUTS_LIKELY,Sun Jun 27 18:30:00 2021,1,nh97_potential_presolved,DONE
nobel-eu-DBE_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,6.09E+05,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,570687.5,570687.5,590777,608910,47,574644.4346,0,,48,570687.5,574644.4346,10.35237,,0,10.35237,0,540018,0,540018,0,3094.635,0,3094.635,726,3460,48,0.00246,0.5,603,0,0,0,0,1625,1835,0.004244,53,0.00246,0.48333,0.026185,29,0,0,8,29,1,16,0,1,0.00240657,8923,1798,16,8907,9,0,2,9,1,48,0,0,480,1849,1238.854,49,1036,439.021,49,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,47,47,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,608910,0,608910,0,608910,0,608849.1563,0,608849.1563,0,608849.1563,0,28883621,0,28883621,0,28883621,0,540018,0,540018,0,540018,0,22,0,22,0,22,0,581905.37,0,581905.37,0,581905.37,0,589523.9994,0,589523.9994,0,589523.9994,0,1997,0,1997,0,1997,0,0.675,0,0.675,0,0.675,0,196.155,0,196.155,0,196.155,0,3094.635,0,3094.635,0,3094.635,,,,,,,,,,,,608910,608849.1563,28883621,540018,22,581905.37,589523.9994,1997,0.675495,196.155284,3094.635204,0.06,6.25,0.06,3102.17,3108.57,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sun Jun 27 19:21:41 2021,3101,nobel-eu-DBE_presolved,DONE
noswot_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-4.10E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-43,-43,-43,-41.00000885,22,-43,0,,0,,-43,0,,0,0,0,0,0,0,0,0,0,0,172,120,23,0.00311,0.48596,0,0,0,0,20,75,25,0.033236,23,0.00311,0.48596,0.033236,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,5.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.01,0.05,0,0,0.06,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_CUTS_LIKELY,Sun Jun 27 18:30:32 2021,0,noswot_presolved,DONE
ns1208400_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.00E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,0,0,2,2,444,0,0,,40,0,0,0,,0,0,0,517,0,517,0,29.529,0,29.529,2054,2682,468,0.0003,0.49985,422,0,0,0,1,2596,85,0.010492,455,0.00217,0.5,0.027489,9,0,0,40,14,40,15,0,1,0.144011,32718,2260,15,32703,10,1,3,6,1,40,0,0,2414,2415,2414.625,2523,2527,2526.176,75,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,73,40,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,1,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,192231,0,192231,0,192231,0,517,0,517,0,517,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,37837,0,37837,0,37837,0,7.638,0,7.638,0,7.638,0,15.489,0,15.489,0,15.489,0,29.529,0,29.529,0,29.529,,,,,,,,,,,,2,2,192231,517,11,0,0,37837,7.638359,15.48863,29.528944,0.99,3655.27,2.68,29.64,3688.64,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,TIME_LIMIT,Sun Jun 27 19:32:00 2021,3688,ns1208400_presolved,DONE
ns1606230_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.10E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,13.225,13.30626409,13.63119342,21,933,13.51395472,0,,0,,13.51395472,3.716459,,0,3.716459,0,0,0,0,0,0,0,0,3459,3261,976,0.00004,0.5,654,0,0,0,0,2819,442,0.006702,976,0.00004,0.5,0.006702,21,0,0,0,21,0,16,0,1,0.200074,39364,2604,16,39348,8,0,2,7,1,0,0,0,0,0,0,40,2753,2453.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6.6,346.95,0.24,0,353.92,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,PRLP_TIME_LIMIT,Sun Jun 27 18:37:41 2021,354,ns1606230_presolved,DONE
ns1688347_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.70E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,20.375,22.33333333,24.5,27,249,21.0625,0,,3,22,22,10.377358,,24.528302,24.528302,0,2147,0,2147,0,19.425,0,19.425,2336,1235,254,0.00481,0.5,105,1,0,0,0,1235,0,0.007102,270,0.00481,0.5,0.007165,36,0,2,3,20,3,16,0,1,0.0466823,12515,1133,16,12499,9,0,3,5,1,3,0,0,14,97,69,104,708,438.462,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,27,0,27,0,27,0,27,0,27,0,27,0,245972,0,245972,0,245972,0,2147,0,2147,0,2147,0,10,0,10,0,10,0,23,0,23,0,23,0,23,0,23,0,23,0,15296,0,15296,0,15296,0,1.691,0,1.691,0,1.691,0,16.921,0,16.921,0,16.921,0,19.425,0,19.425,0,19.425,,,,,,,,,,,,27,27,245972,2147,10,23,23,15296,1.690931,16.921317,19.425333,0.04,53.39,1.39,19.49,74.33,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:33:29 2021,74,ns1688347_presolved,DONE
ns1830653_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.06E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,7297.333333,9622,13628.5,20622,217,8117.454545,0,,2,7797.333333,8367.454545,6.15491,,3.752439,8.031129,0,7035,0,7035,0,100.929,0,100.929,1309,585,230,0.00624,0.5,215,0,0,0,0,458,127,0.031296,234,0.00244,0.5,0.0313,14,0,0,2,11,2,16,0,1,0.24498,5052,399,16,5036,8,0,3,5,1,2,0,0,15,25,20,9,465,417.742,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20622,0,20622,0,20622,0,20622,0,20622,0,20622,0,935376,0,935376,0,935376,0,7035,0,7035,0,7035,0,22,0,22,0,22,0,9288.666667,0,9288.666667,0,9288.666667,0,10907.71429,0,10907.71429,0,10907.71429,0,7178,0,7178,0,7178,0,1.354,0,1.354,0,1.354,0,61.597,0,61.597,0,61.597,0,100.929,0,100.929,0,100.929,,,,,,,,,,,,20622,20622,935376,7035,22,9288.666667,10907.71429,7178,1.353721,61.597411,100.92856,0.07,13.68,0.15,101.21,115.12,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:35:24 2021,115,ns1830653_presolved,DONE
neos-1112782_presolved,-1,2,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,5.72E+11,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,5.00E+11,5.01E+11,6.08E+11,5.72E+11,44,5.17E+11,0,,2,5.00E+11,5.17E+11,23.184645,,0.051,23.186079,0,2314,0,2314,0,8.649,0,8.649,2070,4050,44,0.00823,0.03325,45,0,0,0,0,2025,2025,0.000961,45,0.00823,0.03325,0.000971,44,0,0,2,44,2,2,0,1,0.00244061,2140,2113,2,2138,1,0,1,1,1,2,0,0,45,45,45,1,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5.72E+11,0,5.72E+11,0,5.72E+11,0,5.72E+11,0,5.72E+11,0,5.72E+11,0,53645,0,53645,0,53645,0,2314,0,2314,0,2314,0,15,0,15,0,15,0,5.11E+11,0,5.11E+11,0,5.11E+11,0,5.38E+11,0,5.38E+11,0,5.38E+11,0,991,0,991,0,991,0,0.523,0,0.523,0,0.523,0,6.833,0,6.833,0,6.833,0,8.649,0,8.649,0,8.649,,,,,,,,,,,,5.72E+11,5.72E+11,53645,2314,15,5.11E+11,5.38E+11,991,0.522582,6.832611,8.648789,0.01,0.95,0,8.69,9.66,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sat Jun 26 17:11:37 2021,9,neos-1112782_presolved,DONE
ns2071214_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,5.07E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,0,0,111,507,124,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,4141,2416,212,0.0005,0.43325,459,0,0,0,9,1976,431,0.001643,212,0.0005,0.43325,0.001643,24,0,0,0,24,0,16,0,1,0.0277932,13320,1740,16,13304,10,0,3,6,1,0,0,0,0,0,0,9,696,437.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.1,73.86,0,0,73.98,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,PRLP_TIME_LIMIT,Sun Jun 27 18:36:38 2021,74,ns2071214_presolved,DONE
ns2081729_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,9.00E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,4.6,4.6,5.8,9,14,4.6,0,,5,4.6,4.6,0,,0,0,0,233000,0,233000,0,102.388,0,102.388,1130,601,30,0.003,0.018,0,0,0,0,0,570,31,0.008099,31,0.003,0.018,0.008129,3,0,0,5,3,5,16,0,1,0.0450902,303,154,16,287,10,0,3,5,1,5,0,0,8,10,9,8,18,12.5,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,2112830,0,2112830,0,2112830,0,233000,0,233000,0,233000,0,14,0,14,0,14,0,4.6,0,4.6,0,4.6,0,4.6,0,4.6,0,4.6,0,6465,0,6465,0,6465,0,0.286,0,0.286,0,0.286,0,1.544,0,1.544,0,1.544,0,102.388,0,102.388,0,102.388,,,,,,,,,,,,9,9,2112830,233000,14,4.6,4.6,6465,0.286432,1.544054,102.388397,0,0.33,0,102.66,103,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:38:21 2021,103,ns2081729_presolved,DONE
ns4-pr6_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,2.93E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,29291.75,29314,29314,29314,9,29311,0,,1,29314,29314,86.516854,,100,100,0,1,0,1,0,0.011,0,0.011,147,435,9,0.125,0.5,124,0,0,0,9,0,426,0.022285,9,0.08796,0.5,0.028767,4,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,427,427,427,36,158,94.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29314,0,29314,0,29314,0,29314,0,29314,0,29314,0,128,0,128,0,128,0,1,0,1,0,1,0,2,0,2,0,2,0,29314,0,29314,0,29314,0,29314,0,29314,0,29314,0,128,0,128,0,128,0,0.009,0,0.009,0,0.009,0,0.01,0,0.01,0,0.01,0,0.011,0,0.011,0,0.011,,,,,,,,,,,,29314,29314,128,1,2,29314,29314,128,0.009186,0.010428,0.010608,0,0.03,0,0.01,0.05,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,OPTIMAL_SOLUTION_FOUND,Sun Jun 27 18:37:41 2021,0,ns4-pr6_presolved,DONE
ns894788_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.00E+00,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,6.326904484,6.361768976,7,7,321,7,0,,0,,7,100,,0,100,0,0,0,0,0,0,0,0,923,2012,377,0.0021,0.5,392,0,0,0,0,2012,0,0.004015,377,0.0021,0.5,0.004015,33,0,0,0,33,0,16,0,1,0.0931566,25490,1636,16,25474,8,0,3,7,1,0,0,0,0,0,0,55,1784,1590.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.13,74.52,0.03,0,74.7,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,PRLP_TIME_LIMIT,Sun Jun 27 18:38:56 2021,75,ns894788_presolved,DONE
nsa_presolved,-1,16,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.20E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,91.44793961,93.45258826,95.68226284,120,23,92.15704574,0,,2,92.36070893,92.66595321,2.483555,,3.19686,4.265939,0,820952,0,820952,0,1084.069,0,1084.069,1260,351,23,0.12019,0.5,0,0,0,0,0,36,315,0.008547,26,0.05019,0.49904,0.008714,5,0,0,2,3,2,16,0,1,0.0383089,1129,339,16,1113,8,0,3,5,1,2,0,0,3,77,40,4,66,58.348,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0,120,0,119.9880355,0,119.9880355,0,119.9880355,0,29624921,0,29624921,0,29624921,0,820952,0,820952,0,820952,0,9,0,9,0,9,0,92.68790968,0,92.68790968,0,92.68790968,0,93.260397,0,93.260397,0,93.260397,0,661,0,661,0,661,0,0.157,0,0.157,0,0.157,0,10.585,0,10.585,0,10.585,0,1084.069,0,1084.069,0,1084.069,,,,,,,,,,,,120,119.9880355,29624921,820952,9,92.68791,93.260397,661,0.157335,10.585277,1084.068584,0.01,0.55,0.01,1086.72,1087.3,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 18:56:26 2021,1085,nsa_presolved,DONE
